id,cluster,E15 cpn,E16 cpn,E18 cpn,P1 cpn,E15 subcereb,E16 subcereb,E18 subcereb,P1 subcereb,E15 corticothal,E16 corticothal,E18 corticothal,P1 corticothal,gene type
Uaca,5,0.221429888,0.210170786,0.307821102,0.457333765,0.164852602,0.114004149,0.259560911,0.272128796,0.178732984,0.130936216,0.10016093,0.072477833,Protein
Uap1,14,1.133835788,1.156173448,1.223360933,1.208070328,1.106000405,1.22976117,1.338352888,1.304432359,0.93122337,0.967353717,1.052916994,1.107271038,Protein
Uap1l1,17,0.122425272,0.17187441,0.231177414,0.31267655,0.157963603,0.203950846,0.36669559,0.399526625,0.138387022,0.147061076,0.303407751,0.401043652,Protein
Uba1,18,2.507940834,2.476625877,2.446613271,2.498543494,2.431780165,2.498107836,2.5001445,2.582232727,2.343831849,2.306536536,2.337305484,2.428939438,Protein
Uba2,19,1.82920146,1.780634095,1.708465942,1.607519358,1.787073475,1.721873241,1.619629604,1.556678726,1.746657547,1.679577784,1.626413257,1.597045452,Protein
Uba6,19,0.980442901,0.960328051,0.835764744,0.711642756,0.933385536,0.916869094,0.853099275,0.727193031,0.893308373,0.9117024,0.819876767,0.757439304,Protein
Ubac1,18,1.157622959,1.212416681,1.277214847,1.329670372,1.168400243,1.276705308,1.307831791,1.39770195,1.226674644,1.232734439,1.26282115,1.316724984,Protein
Ubac2,8,1.115913247,1.096996863,1.063164413,1.204060263,1.145115571,1.071683217,1.022458066,1.132746237,1.074029758,1.040688558,0.986940494,1.073820956,Protein
Ubap2,19,1.683626012,1.594028828,1.527997027,1.47161731,1.691301679,1.668197619,1.634067974,1.58370761,1.652665924,1.572513801,1.508934871,1.450995392,Protein
Ubash3b,10,0.930057635,0.796438335,0.708447246,0.55671609,0.466312911,0.417285646,0.354479161,0.201377731,0.352149704,0.551334089,0.553560219,0.437888437,Protein
Ubb,18,3.066642677,3.054666668,3.003309709,3.13266305,3.025711291,3.044892383,3.039517227,3.213169651,3.038186843,3.021759711,3.028676967,3.220293801,Protein
Ube2cbp,18,0.314151738,0.319258088,0.26745991,0.416439121,0.338285133,0.271125708,0.376158884,0.587442674,0.314518174,0.289001544,0.340225921,0.445611986,Protein
Ube2d1,19,1.930450809,1.953220716,1.948412477,1.935005673,1.896421489,1.980723113,1.98414956,1.977458834,1.857965983,1.858133995,1.872911114,1.752943785,Protein
Ube2e2,17,1.192954745,1.283120235,1.400299623,1.636838801,1.31175598,1.435874613,1.539003292,1.738893872,1.486288761,1.492869298,1.618057515,1.84043232,Protein
Ube2e3,11,1.712105651,1.807043632,1.776661239,1.848891428,1.730185316,1.977369625,1.985529309,1.986093347,1.735788862,1.696592259,1.653671658,1.682378864,Protein
Ube2h,19,1.296906398,1.240232147,1.221048912,1.103571123,1.4008349,1.281882934,1.205031045,1.127904589,1.428646571,1.327350759,1.300962675,1.109865282,Protein
Ube2j1,18,1.246239995,1.198250089,1.258484032,1.41059167,1.244999107,1.302298453,1.410473543,1.527991877,1.306510806,1.287983021,1.361523859,1.53310193,Protein
Ube2j2,18,1.186099892,1.178130543,1.187706807,1.330285901,1.136653991,1.238853692,1.25005387,1.395735154,1.123724273,1.138081546,1.142498965,1.308165149,Protein
Ube2l6,4,0.100070227,0.195548756,0.392549233,0.425856887,0.171549483,0.216031765,0.370833095,0.233572248,0.280352515,0.185932646,0.200681451,0.146774033,Protein
Ube2m,18,1.923794053,1.864464208,1.843375443,1.955932002,1.850465497,1.8855574,1.903215371,2.038532738,1.809886154,1.806835671,1.837653451,1.985250385,Protein
Ube2ql1,15,2.553257824,2.359511063,2.184256919,2.060871523,2.16119425,2.034584343,2.069305417,2.185958402,2.051816003,2.113779626,2.257340125,2.301197167,Protein
Ube2v1,18,1.572958685,1.521875235,1.523568292,1.59196789,1.534729043,1.58811253,1.647485663,1.738790861,1.526560246,1.469021883,1.489188999,1.602487561,Protein
Ube2v2,18,1.087625271,1.113418541,1.149274551,1.170725107,1.055596189,1.092713629,1.178749674,1.257769743,1.065844766,1.089505942,1.119282289,1.22262024,Protein
Ube3c,18,1.431955288,1.418369248,1.413712064,1.434658308,1.431748025,1.47088804,1.529975447,1.595660429,1.42399091,1.411097566,1.394237983,1.412826645,Protein
Ube4b,19,1.622550756,1.58521249,1.530121544,1.462155324,1.694182104,1.569036644,1.576926159,1.563889083,1.702990278,1.633677473,1.581251998,1.515893704,Protein
Ubiad1,15,0.855761978,0.865186915,0.862480822,0.780193416,0.657647582,0.6275164,0.673749652,0.530154857,0.613774189,0.670256989,0.766590544,0.655471714,Protein
Ubn1,19,1.40176919,1.325985416,1.212488575,1.120304058,1.469182617,1.288253698,1.155132509,0.980025654,1.463558558,1.379475938,1.262197084,1.171430974,Protein
Ubn2,19,0.978804338,0.971775279,0.92514546,0.84236769,1.006697034,0.763529068,0.727407044,0.659364667,1.059218723,0.986238613,0.842380176,0.78526433,Protein
Ubox5,19,0.831773822,0.776316103,0.74329021,0.518228264,0.854132897,0.869066774,0.819866247,0.626443025,0.802733372,0.780769377,0.764311408,0.56984073,Protein
Ubr1,19,1.088780847,1.118089385,1.058065228,0.915529102,1.12407363,1.090222772,1.068512388,0.950962328,1.109801205,1.128602797,1.063310837,0.970421267,Protein
Ubr2,19,1.298009858,1.317557756,1.285950921,1.164956284,1.327440676,1.236826863,1.182967868,1.027361026,1.337890347,1.350139431,1.272609651,1.164040408,Protein
Ubr5,19,1.441366738,1.465452749,1.341901215,1.228436292,1.516010201,1.410765427,1.296608158,1.157743785,1.48984462,1.512045022,1.380312565,1.316175905,Protein
Ubtd2,13,1.605409566,1.569614987,1.525943579,1.548982406,1.526185438,1.49635805,1.437983498,1.380614586,1.638514216,1.548680488,1.526961837,1.497456291,Protein
Ubxn11,12,0.613356536,0.725274418,0.762629056,0.852523909,0.923206185,0.828429801,0.681477321,0.799346064,0.957983959,0.879157262,0.810387115,0.744310981,Protein
Ubxn2b,13,0.919972445,0.941235563,0.921573596,0.676601255,0.929470016,0.916147465,0.931652598,0.750996413,0.981815437,1.037709295,1.022851324,0.840726968,Protein
Ubxn7,19,1.259768231,1.256267828,1.177611521,1.122982182,1.152578796,1.012618336,0.980271142,0.884439629,1.161490785,1.140863001,1.089527146,1.056268182,Protein
Uchl1,16,2.572578877,2.670761504,2.76093263,2.830993266,2.535029411,2.933946142,3.040819828,3.167828143,2.412850146,2.547457173,2.589281458,2.720885828,Protein
Uchl3,18,1.69686117,1.667470698,1.658508403,1.614386726,1.651652044,1.76921776,1.752400353,1.872712047,1.557938876,1.602936381,1.622768198,1.663320162,Protein
Uchl5,18,0.976995209,1.001917514,0.993633272,1.028191282,0.900645643,1.027418519,1.06270981,1.130796769,0.90181237,0.892647697,0.943066936,1.022439507,Protein
Uck1,18,1.363228278,1.386315221,1.433342528,1.579742451,1.431307463,1.525467228,1.544437658,1.640457585,1.455071853,1.457582176,1.503745754,1.622482394,Protein
Uck2,15,1.623093123,1.596019485,1.489190407,1.450817016,1.531504463,1.534026106,1.450369216,1.400470638,1.410510672,1.388406735,1.304886727,1.333539968,Protein
Ucp2,7,0.374891255,0.321488652,0.238369319,0.256381194,0.750641825,0.299283448,0.36766336,0.486093114,0.596593797,0.325845979,0.23563423,0.297488472,Protein
Uevld,13,0.755502879,0.841762289,0.796090512,0.639537287,0.777165732,0.846265961,0.785507076,0.644480934,0.797766658,0.83777146,0.820285551,0.68675153,Protein
Ufc1,18,1.363393838,1.343406624,1.312329714,1.545427119,1.413529427,1.385670609,1.456147312,1.663909073,1.428777657,1.397112324,1.416788575,1.663948619,Protein
Ufm1,18,1.138915016,1.150418694,1.140938353,1.213451346,1.022768909,1.134157975,1.171735227,1.25772896,1.021286901,0.988441673,1.006820607,1.120761427,Protein
Ufsp1,17,0.639470552,0.548341502,0.695740775,1.100315393,0.622661561,0.476421477,0.710656301,1.110764739,0.553942465,0.414144056,0.628694362,1.1079219,Protein
Ugcg,8,1.332717127,1.450044233,1.504650252,1.665102347,1.277973456,1.407292306,1.496177973,1.641263853,1.362840469,1.373200823,1.429107625,1.642787895,Protein
Ugdh,19,1.304505607,1.239039075,1.191825341,1.02106768,1.254013641,1.225273089,1.142955432,0.948016638,1.261900159,1.248992783,1.2254902,1.106456086,Protein
Uggt1,19,1.283823425,1.254330513,1.206701774,1.122766182,1.307215688,1.27544266,1.227333848,1.14511868,1.267837918,1.24947475,1.172705072,1.071517489,Protein
Uggt2,15,0.606550105,0.724134086,0.713493063,0.667884231,0.297974652,0.470583939,0.503361622,0.490434677,0.416379186,0.497432806,0.4572974,0.515001732,Protein
Ugp2,18,1.034888635,1.105264867,1.265053789,1.391839827,1.11568372,1.232853862,1.370999479,1.438149803,1.281810309,1.285068734,1.338530198,1.440213024,Protein
Ugt8a,16,0.038044231,0.040961888,0.046252001,0.027492066,0.022156532,0.074753558,0.1438635,0.178479957,0.076014944,0.077106159,0.083415896,0.11565111,Protein
Uhmk1,14,0.576524476,0.66331639,0.701976185,0.717024405,0.623396098,0.681626503,0.850888735,0.789895039,0.651576489,0.671884354,0.609022087,0.656308108,Protein
Uhrf1,7,0.462842548,0.342647666,0.19772042,0.141030014,0.432123918,0.365826677,0.263415434,0.141111299,0.575719992,0.382256649,0.246723056,0.108160644,Protein
Uhrf1bp1,19,0.826831889,0.813989074,0.763756585,0.704278383,0.905745165,0.905885428,0.893325585,0.837659763,0.911623093,0.884895008,0.81708189,0.883120643,Protein
Uhrf1bp1l,15,1.291280029,1.198258343,1.134986271,1.135841579,1.200855968,1.164873103,1.146382334,1.159097757,1.109281492,1.059199776,1.031193082,1.107528788,Protein
Uhrf2,19,1.592714017,1.568954631,1.470832231,1.206169893,1.651455379,1.576583198,1.428894145,1.127121003,1.645259133,1.629077124,1.572464987,1.238978959,Protein
Uimc1,13,1.118377172,1.110626742,1.066430293,0.916101632,1.233688905,1.160396493,1.107328706,0.949673913,1.243010749,1.23567487,1.200612501,1.038445296,Protein
Ulk1,19,1.865921432,1.769321189,1.666120944,1.641141818,1.866533665,1.712667376,1.606195353,1.58319197,1.819569598,1.72777542,1.65894008,1.613394617,Protein
Ulk4,17,0.133212746,0.185149044,0.305873499,0.216063455,0.227889531,0.291426353,0.452651094,0.350494178,0.319195617,0.350333318,0.476080597,0.352497026,Protein
Umps,14,1.043743347,1.040170204,1.021046993,1.019459019,0.940681804,1.013627511,1.023659806,1.011864244,0.819871507,0.799874472,0.773512183,0.793420169,Protein
Unc119b,19,1.144334423,0.998075291,1.024255735,0.935422615,1.11169592,1.020504642,1.031705703,0.862351454,1.025367318,0.975622489,1.018093143,0.906164739,Protein
Unc13b,12,1.332181847,1.262602948,1.276909655,1.321047187,1.521862176,1.539155168,1.444427369,1.44892882,1.499174147,1.503632729,1.485697298,1.503247135,Protein
Unc5a,15,1.262704947,1.36324145,1.354914786,1.361132634,1.278351121,1.075306025,1.127661894,1.15808192,1.305596397,1.295767159,1.306319926,1.253565756,Protein
Unc5b,10,0.305368569,0.264456784,0.172325279,0.068500518,0.177709318,0.132280827,0.193609846,0.167223671,0.082038891,0.111777848,0.126004381,0.046789277,Protein
Unc5c,5,0.57548228,0.984449899,1.220398393,1.363391957,0.02376224,0.055633634,0.382641905,0.733547129,0.363121006,0.218950696,0.297374397,0.468334035,Protein
Unc5d,15,0.692366551,0.63203494,0.545636115,0.69727556,0.138558777,0.300180336,0.34580487,0.286635181,0.449988762,0.611766841,0.463503292,0.347979507,Protein
Unc79,19,1.337233569,1.256592682,1.151268697,0.969396807,1.347439307,1.169048105,1.101777996,0.973077491,1.256149858,1.214128262,1.121441653,1.004708626,Protein
Unc80,16,0.108121032,0.24352022,0.582918603,0.798166368,0.236305946,0.550801732,0.845881545,0.895571706,0.438037356,0.644608926,0.785059207,0.832921935,Protein
Unc93b1,0,0.111171746,0.417353762,0.270631562,0.260276794,0.010800972,0.011578563,0.034400342,0.055630195,0.022895574,0.020707047,0.018566362,0.05241612,Protein
Upf2,19,1.243137305,1.230362054,1.147781408,0.943130308,1.271662743,1.189018425,1.116338717,0.992639661,1.260908149,1.210727736,1.152520722,0.954534354,Protein
Upf3b,19,1.400575978,1.396544552,1.339789205,1.229988837,1.474357605,1.351442622,1.216424554,1.135778045,1.4867336,1.479670306,1.413454003,1.307998502,Protein
Upk3a,9,0,0,0.023136111,0.044010681,0,0.010900386,0.015780934,0.086836936,0.050586606,0.03581031,0.077845911,0.147523908,Protein
Uqcr10,18,1.560426749,1.630881257,1.697218006,1.874418031,1.606894905,1.666301715,1.799790466,2.022547961,1.526606751,1.55661725,1.619307293,1.85353882,Protein
Uqcr11,18,1.824470138,1.751712412,1.800683405,1.968991196,1.818415938,1.871607958,1.919547191,2.131743739,1.718297365,1.727500591,1.751908529,1.956753661,Protein
Uqcrb,18,1.76423518,1.712307855,1.698903118,1.833423799,1.731372773,1.828705643,1.919569666,2.058608208,1.726534056,1.739550985,1.820563987,2.024588277,Protein
Uqcrc1,18,1.817917554,1.815174477,1.821596711,2.002158715,1.755245053,1.857311988,1.94227004,2.196830865,1.749478908,1.744755202,1.817887831,2.033472008,Protein
Uqcrc2,18,1.836003024,1.842989081,1.828160235,1.952980258,1.813794414,1.871157121,1.90065274,2.096955177,1.803924618,1.838193378,1.867551157,2.053646882,Protein
Uqcrfs1,18,1.67141076,1.651705312,1.653675514,1.763118636,1.669929297,1.687547688,1.753186881,1.878097059,1.675727946,1.625362876,1.622723683,1.776095073,Protein
Uqcrq,18,1.740635025,1.724198017,1.754977149,2.000364654,1.670380389,1.820264529,1.90728073,2.165306661,1.597284825,1.65261374,1.727363925,2.005832323,Protein
Urb1,19,0.857240199,0.815077424,0.76384337,0.666486156,0.847600419,0.892817268,0.798283169,0.646364511,0.768832639,0.820436611,0.77104924,0.728442255,Protein
Ush1c,10,0.244371641,0.061785612,0.042493607,0.031147405,0.208783873,0.010365011,0.039705613,0.049818252,0.10212108,0.069060251,0.094700269,0.074556078,Protein
Usmg5,18,2.066661302,2.034395808,2.007175737,2.208645556,2.07879745,2.065878353,2.135962268,2.380254669,1.950407211,1.924626066,2.001663199,2.273341626,Protein
Usp1,12,1.086619618,1.031717814,0.983320866,0.947543507,1.124158478,1.139561117,1.101616491,1.095096091,1.133098003,1.131320265,1.151461787,1.199557726,Protein
Usp10,19,1.642182484,1.598861607,1.569879317,1.450896986,1.601664603,1.680466054,1.631410282,1.520543793,1.531186308,1.538626509,1.525635564,1.437840899,Protein
Usp13,12,0.536762917,0.536465009,0.670270908,0.743910166,0.562520066,0.66272573,0.7439039,0.66816685,0.673414452,0.677659868,0.73368908,0.741324179,Protein
Usp14,18,1.330373183,1.380768229,1.413261196,1.515366429,1.321422357,1.436979561,1.518691569,1.65922477,1.323462491,1.368671721,1.412915604,1.564926326,Protein
Usp19,19,1.741260356,1.685330531,1.641186469,1.555211777,1.794628142,1.679893741,1.566245347,1.472933348,1.79842619,1.75321218,1.711355834,1.607252305,Protein
Usp2,16,0.185882545,0.287845829,0.584981049,1.027465812,0.283084932,0.764754308,0.92466171,1.004733543,0.290068017,0.448101596,0.776389513,0.981657811,Protein
Usp20,18,1.23300373,1.251392416,1.313833487,1.409449554,1.227138251,1.295195317,1.376381663,1.473459233,1.245386803,1.269197616,1.318691355,1.368346399,Protein
Usp21,19,1.508839338,1.479313244,1.407639002,1.273374026,1.451763416,1.424537003,1.35334487,1.204206833,1.445378436,1.410689522,1.40264305,1.251740395,Protein
Usp24,19,1.149212952,1.182699903,1.171398781,1.183588684,1.223623122,1.36993352,1.292756551,1.221521168,1.241392059,1.228349021,1.133644276,1.134336511,Protein
Usp27x,19,0.740221323,0.788473119,0.740124947,0.616511222,0.728765963,0.891735883,0.905495277,0.81328936,0.746920521,0.700643154,0.722075067,0.617201706,Protein
Usp28,13,1.134333323,1.133724083,1.163662195,1.014957553,1.199587898,1.20157463,1.146003934,0.95668073,1.236305442,1.245026282,1.246877561,1.032159649,Protein
Usp29,3,1.060104529,0.947863392,0.810933814,0.736288114,1.253989443,0.980992708,0.917748059,0.866948617,1.259784946,1.148328049,1.043566604,1.057140982,Protein
Usp3,19,1.603455091,1.556414679,1.415505867,1.37517327,1.585461858,1.419339373,1.213592125,1.200434602,1.599965995,1.534029916,1.429183612,1.409414026,Protein
Usp31,19,0.995132175,0.988343986,0.961166138,0.917679298,0.892685509,1.007715781,1.016078931,0.863842513,0.809164967,0.863907277,0.821716545,0.766715409,Protein
Usp35,3,1.16173924,1.033032312,1.012036626,0.91634602,1.462326109,1.126871383,1.158296136,1.158790544,1.576883592,1.160276403,1.055546511,0.943149119,Protein
Usp40,19,1.096019666,1.090956032,1.060958339,0.837051551,1.240771331,1.12562438,0.990742321,0.784369053,1.202774301,1.182080671,1.098224802,0.86482423,Protein
Usp42,19,1.36263513,1.357664281,1.34193086,1.220845239,1.383673569,1.319761693,1.238143997,1.061033817,1.377646776,1.295975914,1.215433981,1.085454701,Protein
Usp43,5,1.339103469,1.601540699,1.627223458,1.681053002,0.808244743,1.175056406,1.14859957,1.084940718,0.394805277,0.71178193,1.098477589,1.157761906,Protein
Usp45,13,0.855417384,0.832657697,0.794333262,0.682704513,0.920558447,0.784522436,0.729845677,0.60538694,0.900924525,0.942900541,0.873185118,0.784169218,Protein
Usp46,17,0.778816659,0.934918403,1.18938643,1.240461881,0.820638819,0.98921926,1.078228373,1.037116006,1.165113692,1.141145504,1.298569274,1.431254373,Protein
Usp47,19,1.87503173,1.850140591,1.768829681,1.690793046,1.810961333,1.712974459,1.662978699,1.564041983,1.835005939,1.783153631,1.763069178,1.708160755,Protein
Usp49,19,1.071863605,1.055412737,0.915997832,0.753084138,1.154189567,1.043798319,0.901765543,0.700474398,1.191624251,1.120024135,0.930165271,0.737007272,Protein
Usp5,18,1.82999295,1.791454143,1.82813443,1.939057257,1.789611027,1.899533795,1.948974544,2.116199156,1.749021692,1.738534018,1.796750513,1.960730896,Protein
Usp53,17,0.355029856,0.388619771,0.468113871,0.590982195,0.341058435,0.370992085,0.440565917,0.50198714,0.365879048,0.37924386,0.454039526,0.630175565,Protein
Usp6nl,15,0.850284683,0.950216331,0.934300954,0.864045686,0.793024458,0.769726542,0.808726012,0.732961992,0.731000175,0.722070125,0.63888643,0.581700541,Protein
Usp7,19,1.751550838,1.781141186,1.695272359,1.642569371,1.738744894,1.692615175,1.578648377,1.50256913,1.725875712,1.734622236,1.654840476,1.652339187,Protein
Usp8,19,1.139696518,1.143224086,1.093547752,1.014575977,1.115397472,1.063742312,0.992628176,0.91351239,1.108565024,1.132304526,1.082444261,1.032797599,Protein
Ust,16,0.711598886,0.724889185,0.678516558,0.572202227,0.409486771,0.44758746,0.796391142,1.037473112,0.403005495,0.371736346,0.281019042,0.326387072,Protein
Utp18,15,1.283800832,1.170428945,1.137951962,1.109666274,1.178617283,1.214252912,1.158546425,1.142574033,1.122356796,1.057761167,1.088058086,1.134428938,Protein
Utp20,19,0.757751215,0.805735273,0.802200215,0.690789506,0.692468839,0.832983184,0.821212759,0.676787773,0.613580744,0.686869439,0.681024036,0.578179463,Protein
Utp23,19,0.777821061,0.746963297,0.70249602,0.378643144,0.71081354,0.739324671,0.674019281,0.400425732,0.722049535,0.699231371,0.680908151,0.429057499,Protein
Utrn,16,0.160387787,0.216715221,0.245096187,0.224886414,0.099328022,0.344103303,0.56709227,0.485332374,0.10950059,0.170274627,0.297595295,0.368417061,Protein
Uty,19,0.488072447,0.482876441,0.270614328,0.25443955,0.491400919,0.436628508,0.249458122,0.248150383,0.545091772,0.544368224,0.303463898,0.294359293,Protein
V00821,0,0.057996453,0.353398768,0.127402868,0.314082206,0,0,0,0,0,0,0,0,Protein
Vac14,8,1.48398219,1.464537237,1.426750302,1.519929011,1.220719855,1.358768349,1.419997029,1.506235713,1.211368867,1.207526655,1.228574863,1.371071558,Protein
Vamp1,17,0.340814793,0.331253139,0.382706681,0.705920988,0.276858462,0.322942516,0.428197989,0.70215988,0.288126434,0.389024251,0.569176032,0.891973206,Protein
Vamp2,8,2.100890698,2.139138897,2.205910466,2.378646777,2.066322197,2.101169463,2.219230765,2.393527823,2.095859488,2.096631976,2.207976176,2.408529964,Protein
Vangl1,6,0.034573916,0.052606228,0.059042482,0.089010179,0.129417567,0.126847386,0.129506857,0.150094212,0.510774161,0.495097325,0.603998043,0.625430785,Protein
Vangl2,19,1.407997303,1.334528138,1.18632618,1.082318522,1.389313188,1.214939171,1.093418183,1.065501288,1.356209485,1.302538717,1.154597413,0.983277088,Protein
Vapa,18,1.757741353,1.751409219,1.766762224,1.91059666,1.649386465,1.741685665,1.804542178,1.987961949,1.635679738,1.677695445,1.744924793,1.979566129,Protein
Vash1,13,1.904773411,1.796163432,1.799454968,1.916270717,2.003809809,1.881212274,1.812704845,1.79952388,2.06831947,1.939321529,1.942468905,1.966350613,Protein
Vash2,15,1.751259083,1.813868422,1.813893755,1.741495115,1.701878701,1.729459621,1.704328146,1.564227999,1.770206716,1.724683751,1.667991518,1.560333531,Protein
Vasp,19,1.255634266,1.169700879,1.180856733,1.071336957,1.292683508,1.329979262,1.333080337,1.298547435,1.278099381,1.252054068,1.270525118,1.152529892,Protein
Vat1,11,1.477514837,1.400455094,1.467365366,1.426573067,1.488757944,1.638272555,1.801750047,1.853985821,1.60170481,1.506809338,1.533919424,1.494970912,Protein
Vat1l,16,0.437095457,0.650046091,0.86765248,0.841884187,0.362182663,0.7367008,0.953194113,1.093607271,0.468097613,0.464945362,0.384650848,0.308088243,Protein
Vav1,0,0.008378838,0.109401013,0.062784608,0.073013746,0.002821227,0.001369687,0.00382222,0.00161607,0,0.006817785,0.00337279,0.003368105,Protein
Vav2,19,1.25097837,1.175827707,1.103273353,0.981933166,1.132938145,1.170921459,1.255798166,1.148145912,1.122991998,1.166687595,1.193093974,1.136292402,Protein
Vav3,16,0.587318015,0.73397685,0.658545584,0.58177222,0.948317587,1.062668459,0.880319015,0.741095634,0.313656347,0.496384363,0.414180873,0.169361676,Protein
Vcam1,1,0.104620589,0.124483357,0.070049694,0.073637714,0.03172504,0.030246071,0.034435086,0.042640475,0.171955385,0.127322215,0.089808709,0.097359362,Protein
Vcan,6,1.127130726,1.139148354,1.34848205,1.255586049,1.94452758,1.896172796,1.858318191,1.86581438,2.249254629,2.178228511,2.130140706,2.048733048,Protein
Vcl,17,0.681385978,0.621548078,0.512907088,0.635822405,0.370736933,0.338045911,0.331364527,0.468644145,0.364614775,0.378174336,0.425990446,0.754216804,Protein
Vcp,18,2.156085535,2.104347104,2.098546821,2.154986639,2.151008043,2.176774012,2.188883506,2.274794963,2.114127053,2.074911478,2.090483785,2.190065436,Protein
Vdac1,18,1.978349909,1.992858256,2.033994397,2.195470679,1.957267188,2.03946171,2.140199968,2.320017433,1.982356726,1.958276169,2.012537753,2.238189171,Protein
Vdac2,18,1.611845403,1.630977769,1.668162188,1.792278198,1.532418021,1.642883773,1.734418155,1.905948531,1.564364202,1.607478614,1.700764272,1.881277354,Protein
Vdac3,18,1.844397641,1.893697417,1.944425914,2.090152201,1.797799174,1.884407327,1.99389189,2.216777971,1.832765582,1.85358567,1.927856234,2.122101144,Protein
Vegfa,15,1.526902461,1.704750904,1.84562074,1.543818564,1.451912255,1.589002947,1.537238389,1.112795969,1.351670714,1.476459175,1.442890352,1.155223653,Protein
Vegfb,18,1.35222691,1.364961646,1.4250106,1.461961987,1.304234098,1.404674674,1.489750418,1.533150285,1.271230377,1.315708011,1.384131102,1.376779459,Protein
Vegfc,5,0.364151223,0.411579305,0.785628043,0.851102954,0.057614381,0.324352431,0.457024568,0.282539641,0.109465487,0.139507259,0.247037176,0.177248703,Protein
Vezf1,19,1.57295288,1.463837766,1.311310867,1.067747634,1.512747082,1.30388045,1.129351475,0.843030226,1.5055827,1.405298539,1.305400816,1.086253024,Protein
Vgf,16,0.148449946,0.394432417,0.434450734,0.801374207,0.104869,0.949725601,0.742351147,0.85143142,0.076829337,0.385359567,0.42319015,0.934814967,Protein
Vgll3,16,0.001837148,0.005114848,0.009688418,0.050432348,0,0.011052364,0.167859126,0.327275133,0.009655034,0.001961325,0.006113286,0.026116829,Protein
Vgll4,15,1.224051109,1.251139164,1.216772698,1.051792876,0.994817601,1.098200554,1.149206792,0.840195204,0.767354779,0.896093361,0.844735563,0.630620061,Protein
Vhl,15,1.450500064,1.412962594,1.476417127,1.521046506,1.330494942,1.29178607,1.324702139,1.261286665,1.343572039,1.322033129,1.382958494,1.400225323,Protein
Vim,7,1.486727936,1.290159314,1.178314935,0.916457107,1.384803069,1.384948078,1.319765852,1.094554975,1.464371792,1.262693088,0.933589016,0.686520978,Protein
Vipr1,0,0.589737426,0.432194563,0.433129518,0.821726366,0.398427882,0.056381097,0.063704809,0.225718566,0.162203739,0.118588755,0.182083812,0.469471495,Protein
Vipr2,6,0.097527662,0.15121014,0.272646743,0.204402182,0.109159573,0.113043096,0.144567047,0.258934292,0.211333363,0.280030377,0.302584157,0.183210035,Protein
Vkorc1l1,18,1.149379248,1.181185934,1.182054969,1.188273034,1.056939136,1.204098267,1.312767443,1.385202174,1.041747872,1.116923057,1.126423654,1.207882003,Protein
Vldlr,19,1.284498411,1.379300078,1.329660208,1.301928056,1.443248902,1.425469006,1.459324624,1.435750429,1.359184501,1.322523195,1.191314053,1.005648457,Protein
Vlgr1,17,0.116995381,0.183792107,0.300584398,0.431474736,0.085563131,0.208407224,0.149975543,0.183996572,0.279294304,0.313063243,0.377007389,0.348112017,Protein
Vma21,8,0.985386501,0.962622166,0.927788029,1.040996507,0.903002033,0.838621813,0.821924702,1.003825737,0.967910985,0.969507235,0.958983642,1.10947055,Protein
Vmn1r90,3,0.370392795,0.139508204,0.350436043,0.158232184,0.377643136,0.130030944,0.269075394,0.115260273,0.411821656,0.207828451,0.40588228,0.230668568,Protein
Vmn2r-ps14,17,0.111715396,0.130198634,0.197816546,0.190773613,0.150897601,0.104766308,0.177589593,0.135564504,0.161320976,0.182067535,0.277677504,0.254296902,Protein
Vopp1,12,1.753208347,1.872016926,1.927585917,1.975888382,1.894840887,1.890169983,1.963047953,1.997328271,2.023054821,1.942480309,1.986797254,1.944440721,Protein
Vprbp,19,1.408150043,1.375455103,1.284523223,1.163581745,1.368152949,1.31209269,1.196424914,1.042532199,1.334445709,1.314816991,1.233511371,1.138927632,Protein
Vpreb1,7,0.114403127,0.068815689,0.026955465,0,0.283927112,0.168099837,0.069986857,0.010432091,0.149019168,0.066843043,0.037374379,0,Protein
Vps13a,11,0.831964426,0.875748063,1.062145591,0.914264861,0.935424631,0.994738482,1.226970895,1.167804535,1.000013463,0.978267732,1.153180484,0.983467062,Protein
Vps13b,12,0.475755425,0.546038985,0.571032996,0.582990081,0.604910446,0.671814088,0.686169554,0.623716423,0.656380929,0.719587313,0.677018066,0.611720122,Protein
Vps25,18,1.381971989,1.39603711,1.431161046,1.590344641,1.31518707,1.444321219,1.543274422,1.737756223,1.319797048,1.391520833,1.488045626,1.614828693,Protein
Vps28,18,1.796339084,1.790774086,1.82529042,1.921375336,1.711969111,1.804827486,1.87164181,2.033741318,1.64465519,1.687206911,1.753045028,1.922872273,Protein
Vps29,18,1.524446754,1.577340115,1.621834497,1.709881953,1.496848037,1.632462354,1.743402354,1.857311988,1.490386941,1.547331573,1.612179661,1.718248346,Protein
Vps33a,18,1.407852999,1.392856927,1.416116042,1.503654519,1.411183509,1.449583296,1.535251068,1.617362102,1.389277746,1.384227929,1.401540113,1.469954492,Protein
Vps35,18,1.765377935,1.768698025,1.757459802,1.779056534,1.712445131,1.798262438,1.839604358,1.951697339,1.719289845,1.735926094,1.777234646,1.848412675,Protein
Vps37b,12,1.695902633,1.591791164,1.572447552,1.759642919,1.71119119,1.513506589,1.408663874,1.406950437,1.744444764,1.602720702,1.551640265,1.54016048,Protein
